	language	image_url	caption_reference_description	page_title	section_title
14872	iw	https://upload.wikimedia.org/wikipedia/commons/7/7e/Samuel_Finley_Breese_Morse_-_Daguerreotype_-3g12153v.jpg	דאגרוטיפ של סמואל מורס, ממציא הטלגרף, מכר של דאגר, צלם חובב בזכות עצמו, ומראשוני הצלמים בארצות הברית. צולם בסביבות שנת 1845.	דאגרוטיפ	עידן הדאגרוטיפ
14873	iw	https://upload.wikimedia.org/wikipedia/commons/9/99/Retour_des_Cendres_-_1.jpg	מושלמת בפריז בנייתו של שער הניצחון	שנות ה-30 של המאה ה-19	אדריכלות
14874	iw	https://upload.wikimedia.org/wikipedia/commons/4/4d/GeneHackmanJun08.jpg	ג'ין הקמן, שחקן המשנה הטוב ביותר.	טקס פרסי אוסקר ה-65	זכיות ומועמדויות
14875	iw	https://upload.wikimedia.org/wikipedia/commons/c/c6/IWM-MH-3702-Humber-Armoured-Car.jpg	"שריונית האמבר סימן 1 קנדי (Fox), עם מקלע כבד 15 מ""מ"	שריונית האמבר	מלחמת העצמאות
14876	iw	https://upload.wikimedia.org/wikipedia/commons/4/42/Reinkenhagen_Erd%C3%B6lmuseum_Rohrst%C3%BCck_Ostseepipeline_Nord_Stream.JPG	צינורות של נורד סטרים-2, המדגימים שלבי ייצור טכנולוגיים שונים. ראשית, החלת הגנה נגד קורוזיה מפוליאתילן, ואז חולצת צינור מבטון מזוין.	נורד סטרים 2	מפרט טכני
14877	iw	https://upload.wikimedia.org/wikipedia/commons/e/e4/Baldwinprotem.jpg	תמי בולדווין, כיושבת ראש זמנית של הקונגרס	תמי בולדווין	בית הנבחרים של ארצות הברית
14878	iw	https://upload.wikimedia.org/wikipedia/commons/a/ab/Urmia_Synagogue.jpg	בית הכנסת באורמיה, 2012	יהדות כורדיסטן	קהילות יהודיות בכורדיסטן
14879	iw	https://upload.wikimedia.org/wikipedia/commons/1/19/N%C3%BCrnberg_Hans-Sachs-Denkmal.jpg	פסלו של הנס זקס המוצב בכיכר הנס זקס בנירנברג עירו	הנס זקס	מורשתו
14880	iw	https://upload.wikimedia.org/wikipedia/commons/8/89/FC_Barcelona_-_Bayer_04_Leverkusen%2C_7_mar_2012_%2813%29.jpg	פברגאס במדי ברצלונה, 2012	ססק פברגאס	סגנון משחק
14881	iw	https://upload.wikimedia.org/wikipedia/commons/e/ea/Fanal.jpg	המהדורה הראשונה של כתב העת 'Fanal (בתרגום חופשי: 'לפיד'), 1926	אריך מיזאם	שנות ויימאר
14882	iw	https://upload.wikimedia.org/wikipedia/commons/c/c8/Zlatan_Ibrahimovic_y_Xavi_Hernandez.jpg	צ'אבי, בימין, לצד זלאטן איברהימוביץ', בעונת 2009/2010	צ'אבי	תחת רייקארד
14883	iw	http://upload.wikimedia.org/wikipedia/commons/e/ed/Greek_Phalanx.jpg	פלנקס יוונית	נושא רומח	העת העתיקה
14884	iw	https://upload.wikimedia.org/wikipedia/commons/8/86/Columbia_makeshift_memorial.jpg	מצבת זיכרון זמנית של הקולומביה	אסון מעבורת החלל קולומביה	סיבות הנדסיות
14885	iw	https://upload.wikimedia.org/wikipedia/commons/5/5e/Bloody_Knife%2C_Custer%27s_scout%2C_on_Yellowstone_Expedition%2C_1873_-_NARA_-_524373.jpg	סכין מדממת	קרב ליטל ביגהורן	רינו ובנטין על גבעת רינו
14886	iw	https://upload.wikimedia.org/wikipedia/commons/2/27/Lehi_%28Israel_Freedom_Fighters%29_memorial_in_Ramat_Gan.JPG	"לוחית זיכרון ליעקב גרנק ברמת גן. על הלוחית כתוב: בחדר שעל הגג שבסמטת מעלות 3 התגוררו בתקופת השלטון הבריטי בא""י יעקב גרנק ('דב') ורעיתו לאה. 'דב' היווה את עמוד התווך של יחידות הקרב של לח""י והיה לאגדה עוד בחייו כלוחם העשוי לבלתי חת."	יעקב גרנק	הנצחתו
14887	iw	https://upload.wikimedia.org/wikipedia/commons/0/0d/Machtesh_ramon_mitzpe_ramon_on_the_edge-by_avi-yotham-2010.jpg	מבט אל מכתש רמון, מצוקו הצפוני והר גמל	מכתשים בנגב	המכתשים
14888	iw	https://upload.wikimedia.org/wikipedia/commons/9/9f/Harry_Belafonte_Civil_Rights_March_1963.jpg	"הארי בלפונטה בצעדה למען זכויות האזרח בוושינגטון ב-1963, ביום הנאום המפורסם ""יש לי חלום"" של מרטין לותר קינג"	הארי בלפונטה	פעילות פוליטית, חברתית והומאניטרית
14889	iw	https://upload.wikimedia.org/wikipedia/commons/8/8f/Digesting_Duck.jpg	הברווז מעכל המזון של ונסון מ-1736	בובה מכנית	במערב
14890	iw	http://upload.wikimedia.org/wikipedia/commons/0/08/AssiID.jpg	"תעודת זהות מנדטורית של כנעאן עאסי, ערבי תושב ירושלים. הסעיף המקביל לסעיף ה""לאום"" בתעודות הזהות הישראליות הוא כאן הסעיף ""גזע"" (Race) בו מצוין ""ערבי נוצרי"""	תעודת זהות (ישראל)	בתקופת המנדט
14891	iw	https://upload.wikimedia.org/wikipedia/commons/a/ae/Swedish_monophthongs_chart.svg	מיקום מדויק לתנועות בשוודית	שוודית	תנועות
14892	iw	https://upload.wikimedia.org/wikipedia/commons/c/c4/Begin_Road%2C_Tel_Aviv-Yafo.jpg	דרך בגין (לשעבר דרך פתח תקווה)	רובעי תל אביב-יפו	רובע 6
14893	iw	http://upload.wikimedia.org/wikipedia/commons/a/ab/Japanese_Buna-Gona_Operation.jpg	מפת הקרב	קרב בונה-גונה	הקרב
14894	iw	https://upload.wikimedia.org/wikipedia/commons/8/81/Cyprus_lrg.jpg	תמונת לוויין של קפריסין	קפריסין	גאוגרפיה
14895	iw	https://upload.wikimedia.org/wikipedia/commons/1/16/Alto_cumulus%2C_Bergen%2C_Norway.JPG	ענן אלטוקומולוס.	ענן	עננים גבוהים
14896	iw	https://upload.wikimedia.org/wikipedia/commons/5/57/Spain_Andalusia_Cordoba_BW_2015-10-27_13-54-14.jpg	המסגד הגדול בקורדובה שריד מפואר לנוכחות המוסלמית בספרד	היסטוריה של אירופה	פאודליזם מערב אירופי
14897	iw	https://upload.wikimedia.org/wikipedia/commons/8/8b/PikiWiki_Israel_150_May_1st_-_Arab_Youth_Movement_%D7%9E%D7%A4%D7%92%D7%9F_1_%D7%91%D7%9E%D7%90%D7%99_-_%D7%94%D7%A0%D7%95%D7%A2%D7%A8_%D7%94%D7%A2%D7%A8%D7%91%D7%99_%D7%94%D7%97%D7%9C%D7%95%D7%A6%D7%99.jpg	הפגת הנוער הערבי החלוצי באחד במאי בשנות החמישים	ההסתדרות הכללית של העובדים בארץ ישראל	קשרי ההסתדרות עם ערביי ישראל
14898	iw	https://upload.wikimedia.org/wikipedia/commons/f/f4/%D7%AA%D7%9C%D7%9E%D7%99%D7%93%D7%99_%D7%AA%D7%99%D7%9B%D7%95%D7%9F_%D7%94%D7%9E%D7%95%D7%A9%D7%91%D7%94_%D7%91%D7%A2%D7%9E%D7%A7%2C_%D7%91%D7%A8%D7%A7%D7%A2_%D7%92%D7%91%D7%A2%D7%AA_%D7%A1%D7%A1%D7%92%D7%95%D7%9F.jpg	"תלמידי ""תיכון המושבה"" מזכרון יעקב בעמק ססגון, ברקע גבעת ססגון המהווה את גבולו המזרחי של העמק"	עמק ססגון	גאוגרפיה ואקלים
14899	iw	https://upload.wikimedia.org/wikipedia/commons/2/2e/Trebuchet.jpg	טרבושה מימי הביניים יכלו ליידות אבנים גדולות בקצב של שתיים בשעה על עמדות האויב	מצור	לוחמת מצור בימי הביניים
14900	iw	https://upload.wikimedia.org/wikipedia/commons/5/50/Baron_Corbin_with_Andr%C3%A9_the_Giant_trophy.jpg	הזוכה השלישי של קרב הבאטל רויאל לזכרו של אנדרה הענק, ברון קורבין, רסלמניה 32	הגביע לזכר אנדרה הענק	רשימת משתתפים
14901	iw	https://upload.wikimedia.org/wikipedia/commons/4/4a/Park_Hotel_in_Netenya%2C_Israel.JPG	מלון פארק בנתניה	פיגועי טרור נגד ישראלים בישראל ובשטחים ב-2002	מרץ
14902	iw	https://upload.wikimedia.org/wikipedia/commons/c/c5/John_F_Kennedy_eternal_flame_after_2013_upgrade_-_2013-05-30.jpg	אש התמיד בקברו של קנדי	ג'ון פיצג'רלד קנדי	הערכה היסטורית ומורשת
14903	iw	https://upload.wikimedia.org/wikipedia/commons/9/95/Retrato_ecuestre_del_duque_de_Lerma_%28Rubens%29.jpg	תמונת הדוכס מלרמה שצייר רובנס בביקורו הראשון בספרד	פטר פאול רובנס	איטליה (1600 - 1608)
14904	iw	https://upload.wikimedia.org/wikipedia/commons/7/72/Armor_Display%2C_Genghis_Khan_Exhibit%2C_Tech_Museum_San_Jose%2C_2010.jpg	שריונות לוחמי צבא ג'ינגיס חאן, מוזיאון הטכנולוגיה בסאן חוזה.	ג'ינגיס חאן	חשיבותו הצבאית
14905	iw	https://upload.wikimedia.org/wikipedia/commons/5/5d/Duke%2C_Lovell_and_Haise_at_the_Apollo_11_Capcom%2C_Johnson_Space_Center%2C_Houston%2C_Texas_-_19690720.jpg	דיוק, לוול והייז משמשים כ-CAPCOM במהלך משימת אפולו 11	צ'ארלס דיוק	"קריירה בנאס""א"
14906	iw	https://upload.wikimedia.org/wikipedia/commons/f/f6/Paranthropus_boisei_skull.jpg	שחזור גולגולת של פרנתרופוס בויזאי שהתגלתה על ידי מרי ליקי בערוץ אולדובאי בקניה. ניתן לראות היטב את מאפייני הסוג פרנתרופוס - לסת תחתונה מסיבית (מונחת בצד) ורכס סגיטלי בראש הגולגולת.	אוסטרלופיתקוס	ברום ומשפחת ליקי: גילוי האוסטרלופיתקנים החסונים
14907	iw	https://upload.wikimedia.org/wikipedia/commons/6/67/1934_world_cup.png	המדינות שהעפילו והישגיהן:   מקום ראשון   מקום שני   מקום שלישי   מקום רביעי   רבע גמר   סיבוב ראשון	מוקדמות מונדיאל 1934	הנבחרות שהעפילו
14908	iw	https://upload.wikimedia.org/wikipedia/commons/9/90/Nantes_cath%C3%A9drale_260108-01.JPG	מבט מבחוץ על מזרח הקתדרלה	קתדרלת נאנט	היסטוריה
14909	iw	https://upload.wikimedia.org/wikipedia/commons/f/f0/Ustu_day_1.JPG	מבנה האוניברסיטה ההטכנית של אורל	אוניברסיטת אורל הפדרלית	היסטוריה
14910	iw	https://upload.wikimedia.org/wikipedia/commons/f/f7/%D7%AA%D7%9E%D7%95%D7%A0%D7%AA_%D7%9E%D7%97%D7%96%D7%95%D7%A8_%D7%99%D7%A9%D7%99%D7%91%D7%AA_%D7%9B%D7%A4%D7%A8_%D7%A1%D7%91%D7%90.jpg	הרב שטינמן (במרכז עם חליפה וכובע) בחברת תלמידיו בישיבת חפץ חיים בכפר סבא	אהרן יהודה ליב שטינמן	בישראל
14911	iw	https://upload.wikimedia.org/wikipedia/commons/3/36/E3_Harelbeke_2013%2C_stybar_boonen_kapelberg_%2820072868669%29.jpg	שטיבר (מקדימה) עובד עבור תום בונן (במרכז, במדי אלוף בלגיה) בE3 הארלבקה בשנת 2013	זדנק שטיבר	קוויק סטפ (2011 - היום)
14912	iw	https://upload.wikimedia.org/wikipedia/commons/5/50/Dwight_D._Eisenhower%2C_official_Presidential_portrait.jpg	דיוקנו הרשמי של אייזנהאואר	דווייט אייזנהאואר	נשיאותו (1953–1961)
14913	iw	https://upload.wikimedia.org/wikipedia/commons/c/c6/%D7%A1%D7%93%D7%A8%D7%AA_%D7%AA%D7%95%D7%A8%D7%AA_%D7%9E%D7%A0%D7%97%D7%9D.jpg	תורת מנחם - התוועדות, הסדרה הממוספרת	תורת מנחם - התוועדויות	"הסדרה המוקדמת (תש""י-תשמ""א, 1950-1981)"
14914	iw	https://upload.wikimedia.org/wikipedia/commons/9/9d/Palais_de_Tokyo_Site_de_cr%C3%A9ation_contemporaine_2.jpg	מראה תערוכה בפלה דה טוקיו/מרכז ליצירה עכשווית בפריז	פלה דה טוקיו	קישורים חיצוניים
14915	iw	https://upload.wikimedia.org/wikipedia/commons/7/7b/M22_locust_-_Hamilcar_06.jpg	טנק לוקסט M22 מגיח מבטנו של דאון בריטי מסוג Hamilcar	לוקסט M22	מלחמת העולם השנייה
14916	iw	https://upload.wikimedia.org/wikipedia/commons/4/42/Kim_2010_Olympic_medal_ceremony.jpg	המחליקה האומנותית קים יו-נה, עם מדליית הזהב בה זכתה בוונקובר	קוריאה הדרומית במשחקים האולימפיים	אולימפיאדות החורף
14917	iw	https://upload.wikimedia.org/wikipedia/commons/3/3e/Gay_memory_flag.svg	דגל הגאווה עם סרט שחור	דגל הגאווה	גרסאות אחרות
14918	iw	https://upload.wikimedia.org/wikipedia/commons/6/63/ELijah.jpg	בורק (ימין) עם סילבסטר טרקאי באירוע December to Dismember,‏ 2006	אלייז'ה בורק	The New Breed‏ (2006–2007)
14919	iw	https://upload.wikimedia.org/wikipedia/commons/f/f2/Gal_Urquiza.jpg	אורקיסה בתקופת כהונתו כנשיא	חוסטו חוסה דה אורקיסה	הנשיאות
14920	iw	http://upload.wikimedia.org/wikipedia/commons/8/8a/Genkan-M9778.jpg	"""גֶנקאן"" בבית יפני טיפוסי"	מבצר נגויה	ארמון ההוֹן-מארוּ כיום- מבט מבפנים
14921	iw	http://upload.wikimedia.org/wikipedia/commons/e/e8/Namdaemun_Buildings.JPG	השער הדרומי של סיאול	סיאול	אתרים בעלי חשיבות
14922	iw	https://upload.wikimedia.org/wikipedia/commons/4/45/Japanese_heavy_cruiser_Mikuma_sinking_on_6_June_1942_%2880-G-414422%29.jpg	הסיירת מיקומה זמן קצר לפני טביעתה	קרב מידוויי	ניתוח הקרב
14923	iw	https://upload.wikimedia.org/wikipedia/commons/c/c6/Nostradamus_by_Cesar.jpg	דיוקן של נוסטרדמוס שצויר על ידי בנו סזאר	"ה'רס""ה"	אירועים
14924	iw	https://upload.wikimedia.org/wikipedia/commons/f/ff/De_Bothezat_Quadrotor.jpg	הקוודקופטר של ג'ורג' דה בוטזאט, 1923	קוודקופטר	היסטוריה
14925	iw	https://upload.wikimedia.org/wikipedia/commons/9/97/PikiWiki_Israel_20756_The_Palmach.jpg	"שיחזור פעילות הפלמ""ח במלחמת השחרור"	"בית הכנסת האשכנזי ""בית ישראל"" בימין משה"	החיים בשכונה במלחמת השחרור ואחריה
14926	iw	https://upload.wikimedia.org/wikipedia/commons/c/c1/Rosika_Schwimmer.jpg	רוזיקה שווימר	ספינת השלום	לקראת הפלגת ספינת השלום
14927	iw	https://upload.wikimedia.org/wikipedia/commons/6/6c/M%C3%BChle_in_Sengwarden.jpg	טחנת הקמח של זנגווארדן	זנגווארדן	אתרים תיירותיים
14928	iw	https://upload.wikimedia.org/wikipedia/commons/4/45/Scribe_and_illustrator-_Joel_ben_Simeon_-_First_Nuremberg_Haggadah_-_Google_Art_Project.jpg	חצי הלל, הגדת נירנברג, 1449	קריאת ההלל	סוגי ההלל וזמני אמירתו
14929	iw	https://upload.wikimedia.org/wikipedia/commons/b/b8/PikiWiki_Israel_12691_Shabbat_in.JPG	"ברוב גני הילדים בישראל, בציבור החילוני והדתי כאחד, נוהגים לאפות בימי שישי חלות לשבת. וכן ממנים ""אבא של שבת"" ו""אמא של שבת"""	ערב שבת	במקרא
14930	iw	https://upload.wikimedia.org/wikipedia/commons/b/bc/Forcesonaircraft-hebrew.png	פרופיל כנף סביבו הכוחות האווירודינמיים הפועלים עליו	אווירודינמיקה	אווירודינמיקה של כלי טיס
14931	iw	https://upload.wikimedia.org/wikipedia/commons/8/8c/The_last_prayer.jpg	המתפלל האחרון, מאת שמואל הירשנברג (1897)	תפילה (יהדות)	מהות התפילה
14932	iw	https://upload.wikimedia.org/wikipedia/commons/b/b8/Beef_biltong.JPG	בילטונג	בילטונג	רכיבים
14933	iw	https://upload.wikimedia.org/wikipedia/commons/e/ef/Baghdad_nima_2003_Kadhimiya.jpg	בכחול מסומנים גבולותיה של השכונה, נהר הפרת מהווה את הגבול ממזרח	כאזמיה	כיום
14934	iw	https://upload.wikimedia.org/wikipedia/commons/a/a1/Jan_Oblak_2019.jpg	יאן אובלק, מחזיק בשיא של 4 זכיות רצופות (יחד עם ויקטור ואלדס), ויחס הספיגות הנמוך ביותר לעונה בהיסטוריה 0.47 (יחד עם פאקו ליאניו).	פרס ריקרדו זאמורה	סטטיסטיקות
14935	iw	https://upload.wikimedia.org/wikipedia/commons/3/37/BartaS%C3%A1ndor_K%C3%A1rolykrt22.jpg	לוח זיכרון על ביתו ברובע 5 בבודפשט	שאנדור ברטה (סופר)	חייו
14936	iw	https://upload.wikimedia.org/wikipedia/commons/4/46/Terminal_Maritima_Playa_del_Carmen.JPG	שער הכניסה לנמל	פלאיה דל כרמן	היסטוריה
14937	iw	https://upload.wikimedia.org/wikipedia/commons/e/e2/Dante.deathmask.jpg	מסיכת המוות של דנטה, המוצגת בפאלאצו וקיו בפירנצה	דנטה אליגיירי	חייו
14938	iw	https://upload.wikimedia.org/wikipedia/commons/d/d0/Ronald_Reagan_campaigning_in_Florida_%288102550796%29.jpg	רייגן מנהל מסע בחירות בפלורידה.	הבחירות לנשיאות ארצות הברית 1980	אירועים במסע הבחירות
14939	iw	https://upload.wikimedia.org/wikipedia/commons/1/12/An_American_Tragedy_Theodore_Dreiser_dust_jacket.jpeg	"עטיפת ההוצאה המקורית של ""טרגדיה אמריקאית"" משנת 1926"	תאודור דרייזר	קריירה ספרותית
14940	iw	https://upload.wikimedia.org/wikipedia/commons/f/ff/R.F.Doherty_by_Voigt.jpg	רג'ינלד דוהרטי, מנצח תחרות הגברים	אליפות וימבלדון 1900	תחרות הגברים
14941	iw	http://upload.wikimedia.org/wikipedia/commons/9/94/Joseph_Klausner.jpg	יוסף קלוזנר	1958 בישראל	נפטרו
14942	iw	https://upload.wikimedia.org/wikipedia/commons/f/f6/Talbot_Pencil_of_Nature.jpg	"כריכת ספר הצילום ""עפרון הטבע"" שפרסם טלבוט"	ויליאם הנרי פוקס טלבוט	"""עפרון הטבע"", 1846-1844"
14943	iw	https://upload.wikimedia.org/wikipedia/commons/a/a8/P8170107.JPG	בית אימברגר	אדריכלות בירושלים	אזור המושבה הגרמנית
14944	iw	https://upload.wikimedia.org/wikipedia/commons/1/16/Arch_of_Hadrianus_TS.png	תמונת אילוסטרציה של שער הניצחון בתל שלם שמשוער שהקדישו הסנאט והעם הרומאי לכבוד הקיסר אדריאנוס לאחר דיכוי המרד	מרד בר כוכבא	שאלת השתתפותו של הגליל במרד
14945	iw	https://upload.wikimedia.org/wikipedia/commons/d/d9/Hearst_Building%2C_San_Francisco_%282013%29_-_1.JPG	בניין הרסט, בין הרחובות מרקט & השלישי, סן פרנסיסקו, תכנון מחדש של מורגן משנת 1937	ג'וליה מורגן	פרויקטים אחרים
14946	iw	https://upload.wikimedia.org/wikipedia/commons/2/2f/Traditional_easter_eggs_in_Croatia.JPG	דוכן למכירת ביצי פסחא בקרואטיה ממנהגי חג הפסחא המרכזיים	חגי הנצרות	מועדים מרכזים בתקופת עונת הפסחא
14947	iw	https://upload.wikimedia.org/wikipedia/commons/b/b2/Josef_pickel_high_jump_1.jpg	יוסף פיקל, 1969. ברקע המאמן דוד קושניר	יוסף פיקל	לאחר פרישתו מאתלטיקה
14948	iw	https://upload.wikimedia.org/wikipedia/commons/a/ac/Powers_in_international_relations.png	מעצמות כלליות על פי רמת השפעה	יחסים בינלאומיים	הגדרות של מדינות
14949	iw	https://upload.wikimedia.org/wikipedia/commons/4/4b/Handball_at_the_2012_Summer_Olympics_703676.jpg	נבחרות צרפת וקוריאה הדרומית באולימפיאדת לונדון	כדוריד במשחקים האולימפיים	נשים
14950	iw	http://upload.wikimedia.org/wikipedia/commons/5/53/Perigueux_Cathedrale_Saint_Front_a.jpg	קתדרלת סן פרון, פריז'ו (Perigueux), צרפת. הקתדרלה בעלת 5 כיפות כמו לכנסיות ביזנטיות, אך נבנתה בצורה רומנסקית.	אדריכלות רומנסקית	רקע פוליטי
14951	iw	http://upload.wikimedia.org/wikipedia/commons/9/95/Nesher_Israel_Cement_Enterprises_014.JPG	מתקן ששימש כתחנת מסוף לקרונית מכלית שהעבירה מזוט ברכבת מבתי הזיקוק למילוי במכלי המזוט של המפעל, המזוט שימש כחומר בעירה להדלקת הכבשנים	תחנת הרכבת נשר	תקופת רכבת העמק
14952	iw	https://upload.wikimedia.org/wikipedia/commons/5/56/Ceremony_2015_Tour_de_France_Stage_1.jpg	דניס על הפודיום של טור דה פראנס 2015, לאחר ניצחונו בקטע הראשון	רוהאן דניס	2015
14953	iw	https://upload.wikimedia.org/wikipedia/commons/c/cf/Saturn%27s_ring_plane.jpg	קבוצות טבעות שבתאי	טבעות שבתאי	רשימת טבעות
14954	iw	https://upload.wikimedia.org/wikipedia/commons/9/92/Cluj_synagogue.jpg	בית הכנסת של הקהילה הניאולוגית, בעיר קלוז'. צולם ב-2002	קלוז'-נאפוקה	היסטוריה
14955	iw	https://upload.wikimedia.org/wikipedia/commons/8/8b/Big_Fiddle_of_the_Ceilidh_Sydney%2C_Nova_Scotia_CANADA_October_2010.jpg	פסל הכינור בעיר סידני בנובה סקוטיה שבקנדה	שירת הלויים	כלי השיר
14956	iw	https://upload.wikimedia.org/wikipedia/commons/f/f9/Standard_of_Ur_-_War.jpg	"הנס המלכותי של אור (2500 לפנה""ס) מתאר שימוש קרבי מוקדם בכלי רכב"	מרכבה (רכב)	קרונות ועגלות מוקדמים
14957	iw	https://upload.wikimedia.org/wikipedia/commons/2/2f/Adachi_Museum_of_Art01st3200.jpg	גן יפני ביסוגי	תרבות יפן	אדריכלות
14958	iw	https://upload.wikimedia.org/wikipedia/commons/9/9b/Kal_Nuevo_Sarajevo_A.jpg	"בית הכנסת הספרדי ""קהל חדש"""	יהדות סרייבו	"בית הכנסת הספרדי ""קהל חדש"""
14959	iw	https://upload.wikimedia.org/wikipedia/commons/f/fa/Ronald_Reagan_hosts_Kit_Bond_aboard_Air_Force_One.jpg	בונד בחברת הנשיא רונלד רייגן על האייר פורס 1	קיט בונד	בסנאט של ארצות הברית
14960	iw	https://upload.wikimedia.org/wikipedia/commons/d/d3/PikiWiki_Israel_10110_entrance_to_udim.jpg	שלט הכניסה למושב אודים	אודים	הערות שוליים
14961	iw	https://upload.wikimedia.org/wikipedia/commons/3/36/De_Alice%27s_Abenteuer_im_Wunderland_Carroll_pic_25.jpg	מסיבת תה עם הכובען והארנביב.	ארץ הפלאות	אוכלוסייה
14962	iw	https://upload.wikimedia.org/wikipedia/commons/3/32/Ruth_Dayan_at_maskit.jpg	"רות דיין (מימין) ומלכת היופי שרה טל, אוחזות בחולצה בחנות ""משכית"", 1956"	בגדי הארץ החדשה	על הספר
14963	iw	https://upload.wikimedia.org/wikipedia/commons/c/c9/Burg_Karlstein_-_Karl%C5%A1tejn_-_panoramio.jpg	טירת קרלשטיין	האימפריה הרומית הקדושה בשיא ימי הביניים	האימפריה תחת קרל הרביעי
14964	iw	https://upload.wikimedia.org/wikipedia/commons/9/9f/1926-Turandot-copertina.jpg	טורנדוט, תחריט נחושת, 1926	מוזיקה קלאסית בתקופה המודרנית	השפעת המזרח הרחוק
14965	iw	https://upload.wikimedia.org/wikipedia/commons/6/63/North_side_of_King_Street_from_Toronto_to_Church_Streets.jpg	מרכז העיר טורונטו בציור משנת 1835	טורונטו	היסטוריה
14966	iw	https://upload.wikimedia.org/wikipedia/commons/c/cb/Sarcophagus_from_the_Israel_Museum_-_Jerusalem.JPG	ארונות קבורה אנתרופואידים מחרס שהתגלו בדיר אל בלח מתקופת הברונזה המאוחרת ומצויים במוזיאון ישראל	דיר אל-בלח	מלחמת העולם הראשונה
14967	iw	https://upload.wikimedia.org/wikipedia/commons/9/97/3D-SIM-2_Nucleus_prophase_3d_rotated.jpg	הדמיה תלת ממדית בשיטת SIM של גרעין התא בפרופאזה מזוויות שונות	מיקרוסקופיה ברזולוציית-על	התקדמויות אחרונות במיקרוסקופיה ברזולוציית-על
14968	iw	https://upload.wikimedia.org/wikipedia/commons/6/6b/%D7%9E%D7%A8%D7%A6%D7%A2.jpg	מרצע. ברקע יריעה של ספר תורה ששורטטה על ידי מרצע	ספר תורה	שרטוט
14969	iw	https://upload.wikimedia.org/wikipedia/commons/6/6a/Stefan_Wyszynski_1978.jpg	הקרדינל סטפן וישינסקי, ראש הכנסייה הקתולית הפולנית	הרפובליקה העממית הפולנית	עידן ביירוט (1948–1956)
14970	iw	http://upload.wikimedia.org/wikipedia/commons/5/50/Jarrett_jack_raptors_v_heat.jpg	ג'ק זורק לסל במהלך משחק של טורונטו ראפטורס מול מיאמי היט, 2009	ג'רט ג'ק	טורונטו ראפטורס
14971	iw	https://upload.wikimedia.org/wikipedia/commons/b/bb/Battle_of_Muret.jpg	ציור המתאר את קרב מירה	סימון הרביעי דה מונפור	קרב מירה
14972	iw	http://upload.wikimedia.org/wikipedia/commons/2/25/HezbollahOrgChart.svg	מבנה ארגוני מוערך של חזבאללה	חזבאללה	מבנה ארגוני
14973	iw	https://upload.wikimedia.org/wikipedia/commons/3/3d/Simhat_Torah_17th_century.jpg	חלוקת ממתקים לילדים בשמחת תורה, 1657	שמחת תורה	מקור מחזור הקריאה השנתי
14974	iw	https://upload.wikimedia.org/wikipedia/commons/7/7e/Laura_Muntz_Lyall_-_Children_Feeding_the_Rabbits.jpg	לאורה מונץ לייאל, ילדים מאכלים ארנבות	לאורה מונץ לייאל	חיים מאוחרים
14975	iw	https://upload.wikimedia.org/wikipedia/commons/b/b9/Neumagener_Weinschiff.jpg	ספינת נהר הנושאת חביות, ככל הנראה יין	האימפריה הרומית	מסחר
14976	iw	http://upload.wikimedia.org/wikipedia/commons/8/80/Dr_Shimon_Brandstetter.jpg	"ד""ר שמעון ברנדשטטר, מנהל המחלקה הפנימית"	"רמב""ם - הקריה הרפואית לבריאות האדם"	שלהי תקופת המנדט הבריטי ומלחמת העצמאות
14977	iw	https://upload.wikimedia.org/wikipedia/commons/e/ef/In_the_house4.jpg	ממוזיאון המושבה - מטבח מהימים ההם	מזכרת בתיה	מוזיאון המושבה
14978	iw	https://upload.wikimedia.org/wikipedia/commons/0/06/GABAA_receptor_schematic.png	מודל סכימטי לקולטן GABAA 	השפעת אלכוהול על זיכרון	השפעות מולקולרית על GABA ועל קולטני NMDA
14979	iw	https://upload.wikimedia.org/wikipedia/commons/5/51/Lori_Petty.jpg	לורי פטי (ששיחקה את התפקיד הראשי בסרט), 2008.	פצצה על טנק	נושאים עיקריים
14980	iw	https://upload.wikimedia.org/wikipedia/commons/2/2e/Biberburg.jpg	בקתת בונים. הכניסה היא תת-מימית ומונעת מטורפיו של הבונה גישה לחלק העל-מימי של הבקתה	בונה קנדי	בניית סכרים
14981	iw	http://upload.wikimedia.org/wikipedia/commons/6/66/HalfDuplex_he.PNG	תקשורת דו-כיוונית לסירוגין	תקשורת	כיווניות התקשורת
14982	iw	https://upload.wikimedia.org/wikipedia/commons/b/b4/HaleTelescope-MountPalomar.jpg	טלסקופ הייל ממצפה הכוכבים פאלמור מותקן על מעמד משווני בצורת פרסה	1949 במדע	אסטרונומיה וחקר החלל
14983	iw	https://upload.wikimedia.org/wikipedia/commons/4/4e/%D7%90%D7%9C%D7%9E%D7%95%D7%92.JPG	תצלום אוויר, פברואר 2014	אלמוג (קיבוץ)	הקיבוץ המתחדש
14984	iw	https://upload.wikimedia.org/wikipedia/commons/a/a2/Tysfjord_orca_2.jpg	קטלן צעיר יוצא מהמים וסורק את האזור	קטלן	מזון
14985	iw	https://upload.wikimedia.org/wikipedia/commons/1/16/Kei_Nishikori_1%2C_Wimbledon_2013_-_Diliff.jpg	נישיקורי בווימבלדון 2013.	קיי נישיקורי	2011
